battery_power,px_height,px_width,ram,price_range
1.375038435377071,-0.8001950559937882,-1.2922352370711292,-0.35991826594694176,1.0
0.09521709217664623,1.4400170604644826,1.6233147382366089,-1.5526990355707846,0.0
-1.0267536523255547,-1.6574606997435126,-0.19009707315730798,1.692824130271411,3.0
0.4006660904196677,0.9205225720557909,0.2873995493464782,1.643563054326921,3.0
-0.716389860611155,-1.0713210092533663,-0.38494099101566304,-1.2366538405998841,0.0
-0.8642301444714628,-1.2481504048003849,-0.6915385425933245,0.8988284138643172,2.0
1.0999641483235014,-0.4424028132709444,-1.4090913777965737,-0.8311133095423617,1.0
0.19969849628335906,-1.1726962924270399,-1.4878742625448333,1.2061663871753794,3.0
0.5756709492858235,0.7416780518170341,-0.6419049842538113,-0.613393345235121,1.0
1.6202125458989398,-0.4806917223578968,1.1289258222825516,1.539536446054141,3.0
1.3903960300576534,0.0246821854992865,-0.1854118449862309,1.6937362851353548,3.0
1.5765148202493062,1.9415677108814675,1.2088598006863207,1.1010287820151465,3.0
-0.4596489406788576,1.076869960042303,1.311517352424635,0.6771608564414611,3.0
1.6529629747197783,0.34140118940744707,0.9367456842271266,0.6881593723256646,3.0
-1.453381803500661,-1.7980536586235034,0.25264301222712143,0.36429163158674804,1.0
-1.358266665764361,1.1440008097731835,1.3229160187212627,0.9207970611584452,3.0
0.44113935070386023,1.5094456136176486,0.9711000569884558,-0.987849707059669,1.0
-0.3922857756704276,-0.13388831011434563,0.7003825703153519,-1.3909057946155234,0.0
-0.23953275384986364,0.46626073160751547,-0.7128218000470617,-0.4431279698711152,1.0
0.606981721981903,-0.6283447688031252,-0.3896453448640026,1.1348613954818096,3.0
-0.16116556251572028,0.26603168464989974,-1.2255295205329,0.11512999522223515,1.0
1.611475804156837,-0.03918144674433839,-1.1279477839499719,0.19609523924679242,2.0
-0.23260879453014688,0.4184223123918541,0.7853860514933173,-0.6346896593686863,1.0
1.0823030401369333,-1.2550560980187613,-1.3685323258131643,-0.6458018910725734,1.0
-0.8477767149606436,-0.8965832982692553,0.4492733424407086,-1.5080558306945968,0.0
0.7408505715325457,-0.7056690439391912,0.33138830521389107,-1.1502818686294118,0.0
0.3172951745304921,-0.044358675018129755,-1.2160043536387364,1.5897300455138594,3.0
0.8253795029238311,-1.2068777652165017,-0.12220962959970788,0.3422457115643993,2.0
1.2454041459366483,0.11381992342991136,-0.7767127579347636,0.842063999255552,3.0
-1.0810602827122417,1.4600084490234329,1.4003871280245888,0.12433352602433866,2.0
1.3662605409407294,0.05726022266661609,-1.347067198378934,0.16849991402172879,2.0
-0.06010502643948503,-1.68316376085765,-1.7341825802976767,-0.41446124669926593,0.0
0.32180795128734385,-0.2650463824802259,-1.3685323258131643,0.8384011720916769,2.0
-1.3321396807004329,0.2157702028218572,-1.2088611792584694,0.06357575107396449,1.0
-1.1638219178226028,-1.5845145336593214,-0.9331397666731887,1.3770211876184753,2.0
-0.5108457239401016,0.5688864908632094,1.675558405621669,-0.9600173057499194,1.0
-0.08303654468051697,1.5691647537657163,1.5210166016148696,-0.1502803220072701,2.0
0.4186609419006468,-1.6501332945926994,-0.2909437339295629,1.2555175616188667,3.0
0.7430774761958139,-1.1726962924270399,0.7325592644671493,1.1293753996398515,3.0
-1.5701217250479855,-0.0756315615045591,-0.9877314417569683,-0.09400885067445122,1.0
1.4254814802928675,0.014570741747283799,-0.8430335323600235,-1.689467128943841,0.0
-1.2989060453013033,0.05974812185886098,-0.36142553090435187,-0.06542296712712514,1.0
-0.2996124859491666,-0.4895808415119662,-0.3426208174414758,-0.3894982194875913,1.0
-0.6111352205216355,0.18312746572041605,0.07612671906459517,0.2043725664603744,2.0
0.7497573803201582,-0.24003789488956473,-1.2136232286558408,0.650578064217754,2.0
-0.9513050010674108,-0.27342467514538693,-1.294618529903356,-0.7736456348463803,0.0
-0.3389634937512528,-0.4747767016090333,-1.2231481289015875,0.05160420906623354,1.0
0.9673288525267885,-1.0246185191486483,1.2316835623131086,0.25862088613669215,2.0
-1.0550795441490894,0.8756401713617586,1.2909959068094374,-1.3295643451849688,0.0
-1.5272096236896056,1.0377836425593714,0.4815877993739881,-1.209716983348607,0.0
-0.1197725040533826,-1.1761057191025774,-0.8477731451849897,-1.6773691193722107,0.0
-0.8430769362479114,0.29071199691949273,1.0237453869883766,1.5614403413991724,3.0
0.3759052786077446,-1.0579378493121676,-1.2684058747351088,0.4138817755032759,2.0
-0.9795832325741984,-0.19604991588188947,-0.6300932093555005,-0.6004317546201239,0.0
-0.5434662651272337,-0.2097309777933778,-1.6863087513392672,0.9811977165062546,2.0
-1.4724247839854732,-0.7119121599010486,-1.1683946313543994,-0.43018099056520787,0.0
